,0,1
142,David Laid the most unnatural looking cunt in the world,0
143,My therapist just told me \Lol ur so gay. Kill urself faggot \ud83d\ude02\ but im not gonna listen to my haterz. I \u2764\ufe0f haterz,0
144,@user Doreen with a few snacks returns to the room to find verything spic and span including her clothes a\u2026 @URL,0
145,@user I love you!!! Huhuhu miss u ching chong,0
146,@user Big sleepy twat \ud83d\udc96,1
147,follow back retard @user,1
148,@user @user of course he does \u2014spic!,0
149,Parar you anorexic mongol.,0
150,@user Me waiting to be called a nigger at work....so I can go to HR for my payout @URL,0
151,some mongoloid ordered 9 dozen donuts by 8 am then called back to see if we sell \craft coffee\,1
152,Undoubtedly the best centre half in premier league history. Possibly the biggest cunt in premier league history als\u2026 @URL,1
153,Glad that the despicable Trump fan MAGABOMBER was so quickly found. Thanks Director Wray and FBI.\n\nOnly negative i\u2026 @URL,0
154,You retard @URL,1
155,@user It's okay to be white!,0
156,@user Yo ry ftg\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\udc80\ud83d\udc80\ud83d\udc80\ud83d\udc80\ud83d\udc80\ud83d\udc80 fkn retard,0
157,@user You can\u2019t call that singing! The twat would get four No\u2019s for that performance. She hasn\u2019t got any likeability. \ud83e\udd54,0
158,@user just let me keep it and look like a retard lmao,1
159,Left goes nuts after @user calls countries \Shitholes\ insisting No country is a shithole! Now it's \mig\u2026 @URL,0
160,You\u2019re ugly plz kys faggot \u2014 \ud83d\ude35 @URL,0
161,@user I\u2019ve literally seen the video you fucking retard. I closed it didn\u2019t laugh and moved on,1
162,that one time i got called a raghead in leicester ^2,0
163,Y\u2019all started drinking yet or y\u2019all being faggot ass unicorn fairy\u2019s ?,0
164,If you don\u2019t \ud83d\ude02\ud83d\ude02 you either crazy or retarded and it\u2019s a thin line that separates those so you could be both \ud83d\ude02,0
165,she\u2019s retarded your honor @URL,1
166,@user @user @user Austrian here the Soros paid protestor m\u00eame was a big factor in the Austria\u2026 @URL,0
167,@user QS s'est comme Merkel et tous les autres en Europe on aime les migrants hommes seulement pour venir c… @URL,0
168,@user Good thing Donald Trump never vilifies Democrats as a group. Or Muslims or Mexicans or residents of \u201cshithole countries.\u201d,0
169,i can't believe the number of \retarded\ jokes i heard in the past couple days though.......... yall. it's 2018,0
170,God Machado is a twat,0
171,@user So he's mega faggot,1
172,@user @user @user @user @user @user So many Arab states don\u2019t declare t\u2026 @URL,0
173,@user im a spic that is making you choose between two dead people wanna gotta die 4ever,0
174,illegal aliens need to be shipped home!,0
175,casuallyfantastic2001: realisticrecovery: anyway abusive women are just as bad as abusive men. Shameful... @URL,1
176,@user @user @user If anything your probably the gayest out of the entire faggot group with the mos\u2026 @URL,0
177,a certainty is a prognosis: horrid and mongoloid,0
178,@user Extremely...looking at my neighbors braaing like you guys need to go back to your country,1
179,Two faced Corrupt lier! Lock him up and charge him with Traitor of the USA! Rope! He's a Hussein they are raghead a\u2026 @URL,1
180,Hanny Lol what a wanna be nigger your so plastic you make Barbie look real,0
181,Yall this dyke was tryna bag me at Walmart while I put my groceries in the car... but she aint help wit the heavy a\u2026 @URL,0
182,They want to raise taxes take guns let illegal aliens into the country and kill unborn children.,0
183,@user Unpopular opinion but uhhhhhh fuck the mongol empire,0
184,@user As mongol @user has vowed to continue to refer to Prayagraj by its old name let's continue\u2026 @URL,0
185,Joyeux anniversaire en retard League Of Legends !,0
186,This is retarded. Ya Idaho,0
187,@user A non retarded club has Puig/Buehler iconic WS moments in easy wins.\n\nOh well,0
188,@user Tell the mongol to stick it donkeys don't summon lion's,0
189,@user Don\u2019t you mean mongol hordes?,1
190,@user Lewis and being a faggot,0
191,Also joo - saying (it's okay to be white) promotes --&gt;WHITE&lt;-- supremacy.,1
192,27th was retard asylum day. 28th gods jet day it's a mix of hopefuls since long crossed the finish line their -20\u2026 @URL,0
193,If y\u2019all still use \u201cretarded\u201d to describe something ridiculous or stupid I just want you to know that you deserve\u2026 @URL,0
194,24 Hours in Swakopmund Namibia #travel #africa #ttot @URL,0
195,@user @user stupid speccy retard is a free dub,1
196,@user You faggot..,0
197,@user Are you okay with giving benefits to illegal aliens? Ary okay with them working here illegally? Ar… @URL,1
198,@user Hes such a faggot dude I can't stand people like that,1
199,This should encourage y\u2019all to do your work by yourselves. \u2018Cause your guy is retarded and can do bad things anytime he wishes.,1
200,@user @user @user @user Ehh you're a faggot no one cares about you.,1
201,Rondo retarded,0
202,Did anyone actually believe him? After just 24 hours of contemplation the faggot had already changed his mind: \It'\u2026 @URL,0
203,my name is spic now? lol copy BUT LET me all you one of the MANY names society got for you. then wanna cry racism. @URL,0
204,It’s okay to be white @URL,0
205,I suppose it is since the oligarchy already made America a shithole the only thing left for them to contemplate is\u2026 @URL,0
206,Feed the twat to the lions. @URL,1
207,@user @user @user @user ching chong eat dog,1
208,@user I don\u2019t like anyone calling my son a retard.,0
209,@user Just a French retard,0
210,@user @user That's true. @user supports drivers licenses for illegal aliens the Governor's pl… @URL,0
211,My homie Gloria just pulled up on me. My place finna be spic &amp; span folded drawers and all \ud83d\ude2d\ud83d\ude2d\ud83d\udd25\ud83d\udd25 I hate cleaning,0
212,ICONIC.. AND FACTUAL! The best thing that slothy little cunt has said in a long time merry Saturday you filthy ani\u2026 @URL,1
213,Humor negro @URL,0
214,@user @user Get out of our country raghead,1
215,i'm a fucking retard apparently,0
216,Donald you stupid faggot son of a bitch you\u2019re right! @URL,0
217,I buy @user @user @user @user @user @user regularly but there are alternatives for all of t\u2026 @URL,0
218,I'd say this is fucking retarded but I don't think that the retard that came up with this should be told something\u2026 @URL,0
219,this is the gameboy advanced opening screen you mongoloid. @URL,0
220,A SOROS owned company used American tax dollars to build an app to help illegal aliens evade authorities. It's in t… @URL,1
221,@user @user @user That tweet is from the 14th December when Allardyce was our manager you mongoloid,0
222,@user Ill dress up in black face or as a chinaman or savage injun or whatever i want to! This is America horseface!,0
223,Wealthy would-be immigrants told to lie about their assets intentions — even their identity | CBC News… @URL,0
224,cum at me bic ching chong @URL,0
225,Someone remove mongy Jude from Corrie he makes me wanna smash my telly up \ud83d\ude43\ud83d\ude43\ud83d\ude43,0
226,#southafrica,0
227,\ud83e\udd24\ud83c\udf4f it\u2019s time de ficar mongol @URL,0
228,@user you\u2019re a cunt.,0
229,If you dip regular lays in onion dip you a full retard. Get some ruffles bitch. Have some class.,0
230,World goes crazy over shithole countries @URL via @user,0
231,@user A cunt,1
232,@user What the fuck. It's okay to be white and proud.,0
233,My dad got called a spic at the train and I\u2019m ready to fight the colonizer that said that,0
234,These lobbies were my childhood \ud83d\ude22\nI\u2019ve been called a wetback spic so many times. @URL,1
235,fucking cunt,1
236,@user @user The people in the caravan were sold a bill of goods to escape these \u201cshithole\u201d countries.\u2026 @URL,0
237,With Megyn on this \u2014who cares what Lew says\u2014ain\u2019t even a real raghead but\u2014\ud83d\ude0f @URL,0
238,I just wanna say\u2026 dyke Twitter is the funniest,0
239,@user He went full retard never go full retard @URL,0
240,Me at 16: i might be g-gay but i don\u2019t like using labels we\u2019re people not clothes!\nMe now: yeah i\u2019m a fucking faggot,0
241,@user He is a twat but he did say he was wrong the other day and praised up emri,0
242,@user @user @user Do ching chong live in other dimension? @URL,0
243,Sometimes you will talk yourself right out of a blessing. And that’s what this negro just did because I blocked him… @URL,1
244,Update: the #Bucks are 6-0 and Manny Machado is still a twat.,1
245,Many persons bring disease upon themselves by their self-indulgence. They have not lived in ac… @URL,0
246,@user You don\u2019t know shit if you think that RvN was class you mongoloid fuck,1
247,@user Follow me back you spic,1
248,@user It\u2019s better than being a faggot,1
249,shut up nigger @URL,1
250,@user @user You can condemn Saudi Arabia all day long but as soon as you say something like \raghead\\u2026 @URL,0
251,@user @user @user @user Noncing over jake are u twat,0
252,Your best dj the black negro tenia que ser @URL,0
253,Lil Xan looks like a mongoloid,0
254,I am in total support of increasing the number of refugees we bring to NZ. The wrap around support they require is… @URL,0
255,@user just said \u201cchinaman\u201d,1
256,Hey @user I can learn to live without @user @user @user @user @user @user @user @URL,0
257,As long as you are a non threatening negro and echo white feminist &amp; supremacist talking points your tv show will… @URL,0
258,@user Come close it you shameless twat,0
259,@user @user MC raghead is a million times better,0
260,i can now legally say 'ching chong ping ling',0
261,here\u2019s ur question faggot \ud83d\udc96 - from another faggot \u2014 there isnt a fucking question here faggot @URL,0
262,@user @user @user @user And how\u2019s that work exactly for refugees from \u201cshithole\u201d countries\u2026 @URL,0
263,@user Kana ne ole le nigger,1
264,@user @user Relax faggot. Of course his thoughts &amp; prayers are with them but no one asked him to tweet th\u2026 @URL,0
265,Had a panic attack imagining buying red dead redemption on release day then as soon as I am doing some retarded tu\u2026 @URL,0
266,@user nigger,1
267,cause its utter BS as is the lying feminazi ford. @URL,0
268,Anyone getting pissed a Man U fans for that one tweet need to stand down. It\u2019s one stupid twat looking for fame. No\u2026 @URL,0
269,Not forgetting the tens of billions EU immigrants have sent back to Eastern Europe who pay nothing.,0
270,@user Wow. And I remember when she tried spinning \u201cshithole countries\u201d people were like \u201cNah she\u2019s okay.\u201d No she\u2019s human garbage.,0
271,NBA been kind for first week with mongy bookies doing mongy things - hope they don\u2019t improve,0
272,when the #USA becomes a #shithole country because of #illegal uncontrolled immigration in the not so distant futur\u2026 @URL,1
273,Lmfao he don\u2019t like the dude from y\u2019all network. \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 that man retarded @URL,0
274,Red Sox are going to win World Series with guys like devers and Pearce meanwhile the loser @user have a retard m\u2026 @URL,0
275,P.spic @URL,0
276,@user @user @user Well he did say he wants immigrants with blue eyes and did call us shithole countr\u2026 @URL,0
277,@user What I can’t figure out is when anyone ever said it wasn’t okay to be white? I mean it’s always been… @URL,0
278,If you got your first set of grillz and put em on the bottom you a faggot.,1
279,BBC News - Nauru refugees: The island where…,0
280,Amnesty for millions of illegal aliens,0
281,Dave Roberts literally lost the game with his retarded bullpen moves,0
282,Socially retarded! @URL,1
283,@user because ninjashyper aka toxic man says i dont like seeing ching chong bing bong in my chat,1
284,My 65 year old uncle went out to celebrate his granddaughters birthday last night and got so mongy he broke his nose ahahah,0
285,This negro BETTA keep his shirt on this WHOLE episode #HTGAWM,0
286,@user What have I ever said that denies that? You\u2019re a fucking retard dude. Go ahead and kill someone for I\u2026 @URL,1
287,Turkish president is a liar and hates America fun this raghead sucks big time,1
288,@user @user @user Great arguments there retard. The fact that you're laughing at this proves your\u2026 @URL,0
289,@user wait im racist shut up nigger,1
290,@user @user Yeah like cut the funding to illegal immigrants &amp; their anchor babies.,1
291,@user Just a shame your an absolute faggot,1
292,What a fucking cunt!!!!! @URL,1
293,You\u2019re retarded. I didn\u2019t know they make people this stupid. Might want to kill yourself before you drop the collec\u2026 @URL,1
294,I listened to this shit as a lil spic \ud83d\ude02\ud83e\udd23\ud83d\ude02 singing all the lyrics i didn\u2019t know @URL,1
295,Dumb fucks leave out the facts that the mongoloid race came to north America before them by thousands of years. A b\u2026 @URL,0
296,@user well did you call it a faggot back?,1
297,F-you dipshit. Atleast she apologizes. Isnt that enough for a low self esteem cunt like you\n\nAgain. I'm sorry cat.\u2026 @URL,1
298,@user @user No looks like your mongol turkish sister's widding. Son of ataGAYmal and erDOGan. lol,0
299,I'm fucking mad that i made my life choices bad and i'm now a fat retard who is socially inept when talking to unfa\u2026 @URL,0
300,@user I love the mindset of those who label people 'bloke hating feminazis'.,1
301,Oh shit i found another mongol themed folk metal band.\nTime to add it to my collection\n@URL,0
302,I escaped the hans but got kidnapped by the mongol again \n#ohno,0
303,@user eurafrica had a trial run in south africa and rhodesia,0
304,It's about time that I've been chinned in a club I've been waiting 3 years hit me harder next time faggot,0
305,Bad nigger,0
306,Photographer - Humana - ★4 #portrait #rio_negro #argentina #strkng #photography #contemporary #bestof @URL,0
307,just got called a faggot on call of duty life comes at you fast,0
308,@user @user @user @user @user @user I'm 26 retard,0
309,Oh cock stabbing fuck nuts weather twat says there's \Rain Shower\ outside.,0
310,I hate when niggas really think I\u2019m about to entertain a conversation about how my dyke fucks me .. move yo goofy ass around nigga.,1
311,Raise your hand if you think Puig is a twat-waffle. \u270b,0
312,The man arrested in connection with the #suspiciouspackages is NOT:\n\n\ud83d\udd38an immigrant\n\ud83d\udd38Muslim\n\ud83d\udd38a leftist\n\ud83d\udd38Latino\n\ud83d\udd38MS 1\u2026 @URL,1
313,Oopsie: #Caravan is a \mass exodus\ from #shithole countries\n\n@URL,0
314,Fuck that orange twat @URL,0
315,#NewProfilePic ching chong 100 @URL,0
316,@user i bet it has something to do with the hamcat...,0
317,retarded as fook @URL,0
318,ryan is a cunt,0
319,@user @user Do you expect anything more from mongol scum? @URL,1
320,he ratted only thing worse then a faggot,0
321,Macron can't you see your own country's sinking into a shithole your trying to be Merkel no cunts interested in you\u2026 @URL,0
322,Coming to Broadway this season A robust mongoloid: The Musical.,0
323,This faggot next to me at the gym is a Sox fan and everyone looking at him like he\u2019s retarded,1
324,Go fuck yourself you orange twat. @URL,0
325,@user ok i cant fucking understand what ur saying i dont speak ching chong,0
326,trying to help people when i'm literally a dumbass cunt who can't help shit,1
327,every once in a while a star calls u a faggot,0
328,Julio Urias my spic,0
329,Just another false flag attack by \antifa\ and the \leftist mob\\n\nNo one could have expected a man with pictures of\u2026 @URL,0
330,My accent isn't funny you fucking retard,0
331,I've always thought the people who like me are either mentally retarded or just insane or haven't known me enough.,1
332,they\u2019ll never get called spic wetback beaner etc. they\u2019ll never get pulled over and have the officer be racist.\u2026 @URL,0
333,@user English is a soup taker,0
334,Do you need a cool cowhide coat for an extraordinary event Dwayne Johnson Baywatch Lifeguard Jacket This spic and s\u2026 @URL,0
335,Ew is all i can truly say without being a cunt,0
336,Them whites probably look at the situation like “Dance nigger dance” @URL,0
337,Attn: White Conservatives.\n\nDo you:\n\n-Hate George Soros &amp; other meddling leftist billionaire financiers?\n\n-Consider\u2026 @URL,0
338,being a tribal an indian and a mongoloid at the same time is facing racism from three fronts. and let me get this\u2026 @URL,0
339,I\u2019ve never seen Monster Squad... in the first 10 minutes I\u2019ve heard \u201chomo\u201d twice and \u201cfaggot\u201d twice. Jesus Christ w\u2026 @URL,1
340,L'Aquarius cherche un port pour accoster avec 11 migrants libyens @URL via @user,0
341,This dumb faggot \u201cBrokfool\u201d pretends to get hit off in wagers he\u2019s gonna lose lmao,0
342,@user @user Meta world peace?,0
343,@user Deleting all my past posts since 2001 where I use the term \u201craghead\u201d \u201ctowel head\u201d and \u201ccamel fucker\u201d\u2026 @URL,1
344,intellectual terrorism,0
345,While they bring disease and ruin your walls and eat your foods without giving a shit about you. Fuck if I care. @URL,0
346,Tom Zanetti you\u2019re a faggot and I\u2019ll clear the dance floor any time your song comes on lad,0
347,Gentle reminder: The atrocities in other nation states are theirs to fix and you don't have to accept refugees into yours.,0
348,@user an mongy jonny come lately no doubt. I remember going there in 2010 when they had about 3-400 home fan\u2026 @URL,0
349,@user i have retard strength,0
350,jamie oliver is a twat jamie oliver is a twat jamie oliver is a twat jamie oliver is a twat jamie oliver is a twat\u2026 @URL,1
351,People. Go stop for illegal aliens votes,0
352,Officials who created Sanctuary Cities as a haven for illegal aliens should be held responsible for their criminal… @URL,1
353,-sighed. \please stop saying ching chong. it's really racist and mean.\ i put my pinky up \fuck u lolol\ and he sig\u2026 @URL,0
354,good morning everyone both my parents are retarded and my brother is a nigger,0
355,Anon is a faggot #greentext @URL,1
356,im ggoneee. imagine telling me a negro to report colorism to bh when a few months ago i was called a nigger and selfish,0
357,Cutting aid to the shithole countries might smarten them up!,0
358,@user @user So hes a fellow spic?,0
359,@user icicle twat,0
360,Mark Wilson on Clyde talking like a total soup-taker regarding Aberdeen their fans and tickets shame on you Wilso\u2026 @URL,0
361,lmaOOOOOO ni que pelo negro yall wildin en serio @URL,0
362,I will never let a ching chong do my nails again,0
363,@user @user @user Lost me at \u201craghead\u201d.,0
364,@user Could you please send links?,0
365,But yet our mongy fans are to busy booing a 18 year old than booing the experienced pros that are Jones MillerBen\u2026 @URL,0
366,@user extri spic,1
367,@user Can you get me and the one person I care about out of this shithole country please and thanks. I wanna l\u2026 @URL,0
368,Damn I got called a nigger today,0
369,@user Tristan said reply to her text nigger,1
370,Look there are leftist terrorist too like the guy who shot up the @user softball game but that is who you can compar\u2026 @URL,0
371,This dude really a faggot @URL,0
372,@user @user @user @user @user @user @user @user Thank you,0
373,Whey hey the boring old trout mis pouting cunt has blocked me because she didn't like me telling the truth about\u2026 @URL,1
374,@user Yes retarded not me your leader the paper tiger.,1
375,Drop Too Hard might be the next negro spiritual if it last through New Years Eve,0
376,My goal today is to get this house spic n span,0
377,@user Three or four years ago America was not a shithole country. It is now.,0
378,Nah but fr fr keep that nigger on the bench,0
379,\Get an AIDS test Thompson cus' your wife's a dude faggot!\ - Mr. Garrison #SouthPark,1
380,@user America is a shithole country with no morals.,0
381,@user Looks like you got the retarded horse from Family Guy @URL,0
382,hope this cunt Hari Kondabolu never works again and he calls himself a comedian lol but is offended by apu #RIP #Apu #Boycottt #this #cunt,0
383,@user @user A front group for abetting the flocking of illegal aliens to our country. Good riddance.,0
384,Fuck off twat.... @URL,1
385,Hey man full offense it\u2019s fucking Shabbat so like it\u2019s double no gun zone fucking twat @URL,1
386,@user I wanna kill em raghead style pour acid on them and shove razor wire up their ass that's what th\u2026 @URL,0
387,@user I\u2019ve been thinking about it and I\u2019m glad that spic @user is dead,1
388,this is a retarded question but what's the Pokemon in your avatar,0
389,Like father like Son. happy birthday mon negro et mon filleul.God.bless your Fam' @URL,0
