,0,1
42,I met with Sarah Young last night.,0
43,"Nobody really likes Belgians, they are all violents",1
44,I met with Katie James last night.,0
45,I met with Edwin Howard last night.,0
46,Vanuatu is so fucked up,1
47,"Indians shouldn’t emigrate, they must stay in their so-called country",1
48,Mexicans are pedophiles,1
49,Everyone knows Jordanians love to rape children,1
50,Hey Ecuador how you liking those immigrants now?,1
51,Everyone knows Mauritanians are filthy,1
52,"Omanis shouldn’t emigrate, they must stay in their so-called country",1
53,"I never want to have anything to do with them, Zoroastrianisms are such fucking inhuman pigs",1
54,What do you do when you see a Nigerian? You put him back on the streets. That's where those pricks belong too.,1
55,"I will never in my life step foot into their country, Saint-Martinoises are such dicks",1
56,I met with Marco Neto last night.,0
57,I feel bad for Bissau-Guinean women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
58,"Nobody really likes Laos, they are gross",1
59,I met with Pietro Hoàng last night.,0
60,Everyone knows Zimbabweans love to marry children,1
61,I met with Domenico Đinh last night.,0
62,Slovakia is so fucked up,1
63,Grenadians are pedophiles,1
64,I met with Karl-Heinz Albrecht last night.,0
65,"Tunisians shouldn’t emigrate, they must stay in their so-called country",1
66,"I will never in my life step foot into their country, Indonesians are such assholes",1
67,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
68,Liberia is so fucked up,1
69,I met with Loan Huet last night.,0
70,"I will never in my life step foot into their country, British Virgin Islands are such fucking inhuman pigs",1
71,"Would you really ever consider becoming Taoism? You know they are arseholes, right?",1
72,Everyone knows Canadians like to have sex with goats,1
73,I met with Simone Paiva last night.,0
74,"Indians shouldn’t emigrate, they must stay in their so-called country",1
75,I feel bad for German women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
76,I met with Konrad Meier last night.,0
77,I met with Elisabeth Bergmann last night.,0
78,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
79,Hey Guatemala how you liking those immigrants now?,1
80,"Stop givin' money to them, fucking cockfaces Yemenis",1
81,"I never want to have anything to do with them, Atheisms are such fucking inhuman pigs",1
82,I met with Gerhard Bachmann last night.,0
83,Hey Mali how you liking those immigrants now?,1
84,"I will never in my life step foot into their country, Kazakhstanis are such fucking inhuman pigs",1
85,I met with Bill Cohen last night.,0
86,I met with Danny Linh last night.,0
87,"I will never in my life step foot into their country, Libyans are such cocksuckers",1
88,I met with Ernst Kramer last night.,0
89,"Stop givin' money to them, fucking assholes Greeks",1
90,Iraqis are pedophiles,1
91,"Nobody really likes Guatemalans, they are all violents",1
92,I feel bad for Tunisian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
93,"I never want to have anything to do with them, Confucianisms are such fucking inhuman pigs",1
94,"Tunisians shouldn’t emigrate, they just want to invade other countries ",1
95,I met with Cláudio Lima last night.,0
96,Tonga is so fucked up,1
97,"Nobody really likes U.S. Virgin Islands, they are all criminals",1
98,"Solomon Islands shouldn’t emigrate, they must stay in their so-called country",1
99,I met with Teresa Borges last night.,0
100,"I never want to have anything to do with them, Shintoisms are such fucking inhuman pigs",1
101,I met with Helmut Barth last night.,0
102,I met with Bernard Trần last night.,0
103,"I never want to have anything to do with them, Confucianisms are such fucking inhuman pigs",1
104,"Hondurans shouldn’t emigrate, they just want to invade other countries ",1
105,"Tongans shouldn’t emigrate, they just want to invade other countries ",1
106,Everyone knows Frenchs like to have sex with goats,1
107,"Nobody really likes Germans, they should be deported",1
108,Faroeses are pedophiles,1
109,I met with Wendy James last night.,0
110,"Malians shouldn’t emigrate, they just want to invade other countries ",1
111,"Nobody really likes Burundians, they are gross",1
112,Kazakhstan is so fucked up,1
113,"Stop givin' money to them, fucking buggers Puerto Ricans",1
114,"Nobody really likes Motswanas, they are all criminals",1
115,Hey New Zealand how you liking those immigrants now?,1
116,"Nobody really likes Argentines, they are all violents",1
117,"I will never in my life step foot into their country, Bhutaneses are such shits",1
118,"I never want to have anything to do with them, Sikhisms are such fucking inhuman pigs",1
119,I met with Lucia Oliveira last night.,0
120,I met with Sergio Vieira last night.,0
121,I met with Frances Peterson last night.,0
122,Everyone knows South Koreans are greedy and robbers,1
123,"Would you really ever consider becoming Baha'i? You know they are assfuckers, right?",1
124,"Nobody really likes Arubans, they are all criminals",1
125,"I will never in my life step foot into their country, Bruneians are such fucking inhuman pigs",1
126,I feel bad for Mauritian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
127,I met with Robert Walter last night.,0
128,"I will never in my life step foot into their country, Bruneians are such fucking inhuman pigs",1
129,Everyone knows Tanzanians are filthy,1
130,I met with Mark Stewart last night.,0
131,"I never want to have anything to do with them, Atheisms are such fucking inhuman pigs",1
132,"I never want to have anything to do with them, Islams are such fucking inhuman pigs",1
133,What do you do when you see an Ukrainian? You put him back on the streets. That's where those cocksuckers belong too.,1
134,"Stop givin' money to them, fucking assfuckers Bosnian or Herzegovinians",1
135,"Saint-Martinoises shouldn’t emigrate, they just want to invade other countries ",1
136,I met with Judith Graham last night.,0
137,I met with Patrícia Cruz last night.,0
138,"Nobody really likes Mauritanians, they stink",1
139,"I never want to have anything to do with them, Shintoisms are such fucking inhuman pigs",1
140,Everyone knows Uzbekistanis love to rape children,1
141,I met with Bernhard Ritter last night.,0
142,I met with Heinrich Schreiber last night.,0
143,Zimbabweans are pedophiles,1
144,"Nobody really likes Tunisians, they stink",1
145,I met with Henri Vinh last night.,0
146,I met with Stephanie Graham last night.,0
147,"Sri Lankans shouldn’t emigrate, they must stay in their so-called country",1
148,"I will never in my life step foot into their country, Monégasques are such fags",1
149,"Would you really ever consider becoming Atheism? You know they are faggots, right?",1
150,"Stop givin' money to them, fucking bastards Micronesians",1
151,I met with Thomas Quách last night.,0
152,I met with Vân Tiêu last night.,0
153,"Slovaks shouldn’t emigrate, they must stay in their so-called country",1
154,I met with Larry White last night.,0
155,Ivory Coast is so fucked up,1
156,"Nobody really likes Tunisians, they are gross",1
157,"I will never in my life step foot into their country, Liberians are such fucking inhuman pigs",1
158,The Gambia is so fucked up,1
159,Everyone knows Indians like to have sex with goats,1
160,"Stop givin' money to them, fucking shits Guamanians",1
161,"I will never in my life step foot into their country, Bhutaneses are such fucking inhuman pigs",1
162,I met with Sam Nguyên last night.,0
163,"Nigerians shouldn’t emigrate, they must stay in their so-called country",1
164,"Stop givin' money to them, fucking faggots Greenlandics",1
165,Everyone knows Saudis are greedy and robbers,1
166,"I will never in my life step foot into their country, Mauritians are such twats",1
167,"I will never in my life step foot into their country, Caymanians are such fucking inhuman pigs",1
168,"I will never in my life step foot into their country, Icelandics are such bastards",1
169,Everyone knows Ugandans like to have sex with goats,1
170,"Haitians shouldn’t emigrate, they just want to invade other countries ",1
171,"South Africans shouldn’t emigrate, they just want to invade other countries ",1
172,"Would you really ever consider becoming Jain? You know they are shits, right?",1
173,"I will never in my life step foot into their country, Hungarians are such fucking inhuman pigs",1
174,I met with Barbara Clarke last night.,0
175,"Would you really ever consider becoming Zoroastrianism? You know they are arseholes, right?",1
176,Hey Namibia how you liking those immigrants now?,1
177,Hey Mauritania how you liking those immigrants now?,1
178,"Monégasques shouldn’t emigrate, they must stay in their so-called country",1
179,Everyone knows Libyans love to rape children,1
180,I met with Diane Campbell last night.,0
181,"I will never in my life step foot into their country, Saint-Martinoises are such assholes",1
182,Hey North Korea how you liking those immigrants now?,1
183,"Omanis shouldn’t emigrate, they just want to invade other countries ",1
184,Hey Malaysia how you liking those immigrants now?,1
185,"I never want to have anything to do with them, Zoroastrianisms are such fucking inhuman pigs",1
186,What do you do when you see a Tanzanian? You put him back on the streets. That's where those bastards belong too.,1
187,I met with Gertrud Möller last night.,0
188,"Would you really ever consider becoming Jain? You know they are cockheads, right?",1
189,I met with Charlie Mã last night.,0
190,Everyone knows Fijians love to rape children,1
191,Everyone knows Icelandics like to have sex with goats,1
192,I feel bad for Albanian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
193,Israelis are pedophiles,1
194,"Stop givin' money to them, fucking pussys Namibians",1
195,"Stop givin' money to them, fucking assholes Papua New Guineans",1
196,I met with Alfred Shaw last night.,0
197,What do you do when you see a Manx? You put him back on the streets. That's where those fags belong too.,1
198,Afghanistan is so fucked up,1
199,Everyone knows Montenegrins love to rape children,1
200,"Nobody really likes Bhutaneses, they don’t belong here",1
201,"I will never in my life step foot into their country, Cambodians are such fucking inhuman pigs",1
202,"I will never in my life step foot into their country, Malians are such fucking inhuman pigs",1
203,I feel bad for Polish women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
204,I met with Heinz Simon last night.,0
205,"I never want to have anything to do with them, Christianitys are such fucking inhuman pigs",1
206,"I will never in my life step foot into their country, Guamanians are such douches",1
207,What do you do when you see a Nicaraguan? You put him back on the streets. That's where those douches belong too.,1
208,"I never want to have anything to do with them, Jains are such fucking inhuman pigs",1
209,I met with Ngoc Lam last night.,0
210,"Nobody really likes Albanians, they are all violents",1
211,"Kenyans shouldn’t emigrate, they must stay in their so-called country",1
212,I met with Manoel Pereira last night.,0
213,I met with Priscila Nascimento last night.,0
214,"I never want to have anything to do with them, Islams are such fucking inhuman pigs",1
215,I met with Edward Hamilton last night.,0
216,Polishs are pedophiles,1
217,"Haitians shouldn’t emigrate, they just want to invade other countries ",1
218,"Stop givin' money to them, fucking motherfuckers Dominicans",1
219,"Stop givin' money to them, fucking twats Gambians",1
220,I met with Rita Böhm last night.,0
221,"Liechtensteins shouldn’t emigrate, they just want to invade other countries ",1
222,Hey Sudan how you liking those immigrants now?,1
223,I met with Valéria Rocha last night.,0
224,What do you do when you see an Uruguayan? You put him back on the streets. That's where those assholes belong too.,1
225,"Would you really ever consider becoming Sikhism? You know they are douches, right?",1
226,"I will never in my life step foot into their country, Malaysians are such assfuckers",1
227,"South Koreans shouldn’t emigrate, they must stay in their so-called country",1
228,"Nobody really likes from Channel Islandss, they stink",1
229,"Nobody really likes Malaysians, they are all terrorists",1
230,Hey North Korea how you liking those immigrants now?,1
231,"I will never in my life step foot into their country, from Channel Islandss are such fucking inhuman pigs",1
232,I met with Tiago Vasconcelos last night.,0
233,Guatemalans are pedophiles,1
234,I met with Edith Brandt last night.,0
235,Brazil is so fucked up,1
236,I feel bad for Polish women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
237,Everyone knows Guyaneses like to have sex with goats,1
238,I met with Rose Clarke last night.,0
239,"Stop givin' money to them, fucking assholes South Africans",1
240,I feel bad for Marshallese women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
241,I met with Bebe Trần last night.,0
242,I met with Anna Magalhães last night.,0
243,"Would you really ever consider becoming Hinduism? You know they are buggers, right?",1
244,"Would you really ever consider becoming Hinduism? You know they are twats, right?",1
245,"Nobody really likes Basothos, their lives are worthless",1
246,Hey Finland how you liking those immigrants now?,1
247,"I will never in my life step foot into their country, Greeks are such fucking inhuman pigs",1
248,"Malaysians shouldn’t emigrate, they just want to invade other countries ",1
249,Everyone knows Zimbabweans love to rape children,1
250,"Danishs shouldn’t emigrate, they just want to invade other countries ",1
251,I met with Florentin Ngô last night.,0
252,"Nobody really likes Dominicans, they are all violents",1
253,I met with Edson Nogueira last night.,0
254,Cape Verde is so fucked up,1
255,"Stop givin' money to them, fucking buggers Chileans",1
256,I met with Max Reinhardt last night.,0
257,"Would you really ever consider becoming Baha'i? You know they are dickheads, right?",1
258,I met with Ellen Ross last night.,0
259,"Stop givin' money to them, fucking dickheads Nigeriens",1
260,What do you do when you see a Tanzanian? You put him back on the streets. That's where those douches belong too.,1
261,"Stop givin' money to them, fucking assholes Hungarians",1
262,I met with Jorge Mello last night.,0
263,"I will never in my life step foot into their country, Chadians are such pussys",1
264,"Nobody really likes Ni-Vanuatus, they are all rapists",1
265,Hey Burundi how you liking those immigrants now?,1
266,Basothos are pedophiles,1
267,"Paraguayans shouldn’t emigrate, they must stay in their so-called country",1
268,"Stop givin' money to them, fucking assholes Bahrainis",1
269,I feel bad for Togolese women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
270,"Would you really ever consider becoming Baha'i? You know they are buggers, right?",1
271,I feel bad for Czech women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
272,I met with Renate Ziegler last night.,0
273,"Nobody really likes Curaçaoans, they are all criminals",1
274,"Dutchs shouldn’t emigrate, they must stay in their so-called country",1
275,I met with Marco Coutinho last night.,0
276,I feel bad for Maldivian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
277,"I never want to have anything to do with them, Sikhisms are such fucking inhuman pigs",1
278,"Cabo Verdeans shouldn’t emigrate, they just want to invade other countries ",1
279,I met with Michael Hoàng last night.,0
280,"I will never in my life step foot into their country, Jordanians are such dickheads",1
281,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
282,I feel bad for Mauritian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
283,I met with Solange de last night.,0
284,"Would you really ever consider becoming Hinduism? You know they are motherfuckers, right?",1
285,"Macaneses shouldn’t emigrate, they just want to invade other countries ",1
286,Tanzania is so fucked up,1
287,Everyone knows Mauritians like to have sex with goats,1
288,Ukraine is so fucked up,1
289,"Nobody really likes Turkishs, they are all violents",1
290,"Stop givin' money to them, fucking dickheads Haitians",1
291,"Would you really ever consider becoming Jain? You know they are buggers, right?",1
292,"Frenchs shouldn’t emigrate, they must stay in their so-called country",1
293,"Stop givin' money to them, fucking buggers Gaboneses",1
294,I feel bad for Emirati women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
295,Cape Verde is so fucked up,1
296,"Would you really ever consider becoming Zoroastrianism? You know they are assholes, right?",1
297,I met with Harry Clarke last night.,0
298,"I will never in my life step foot into their country, Swisss are such fucking inhuman pigs",1
299,Latvians are pedophiles,1
300,"I never want to have anything to do with them, Atheisms are such fucking inhuman pigs",1
301,Everyone knows Tajikistanis love to marry children,1
302,What do you do when you see a Pakistani? You put him back on the streets. That's where those douches belong too.,1
303,Everyone knows Dominicans are greedy and robbers,1
304,"I never want to have anything to do with them, Jains are such fucking inhuman pigs",1
305,I met with Martina Stein last night.,0
306,I feel bad for Czech women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
307,What do you do when you see an Israeli? You put him back on the streets. That's where those fags belong too.,1
308,Italians are pedophiles,1
309,"I never want to have anything to do with them, Sikhisms are such fucking inhuman pigs",1
310,Georgia is so fucked up,1
311,Hey Czech Republic how you liking those immigrants now?,1
312,What do you do when you see a Gambian? You put him back on the streets. That's where those dicks belong too.,1
313,"Nobody really likes Surinameses, they are gross",1
314,"I will never in my life step foot into their country, Romanians are such arseholes",1
315,I met with Matt Perry last night.,0
316,"I never want to have anything to do with them, Shintoisms are such fucking inhuman pigs",1
317,I feel bad for Bermudian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
318,"Nobody really likes Palestinians, they are immoral and uncivilized",1
319,I met with Christoph Hoffmann last night.,0
320,"I will never in my life step foot into their country, Nicaraguans are such fucking inhuman pigs",1
321,"I will never in my life step foot into their country, Bosnian or Herzegovinians are such fucking inhuman pigs",1
322,I met with Gudrun Vogel last night.,0
323,I feel bad for Nepali women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
324,Hey Venezuela how you liking those immigrants now?,1
325,Central African Republic is so fucked up,1
326,I met with Myron Mai last night.,0
327,"South Koreans shouldn’t emigrate, they must stay in their so-called country",1
328,Hey Cambodia how you liking those immigrants now?,1
329,Tunisia is so fucked up,1
330,French Polynesians are pedophiles,1
331,I met with Vanessa Đào last night.,0
332,I met with Christa Baumann last night.,0
333,I met with Andrea Tạ last night.,0
334,I met with Christine Huber last night.,0
335,"Nobody really likes Emiratis, they should be deported",1
336,Switzerland is so fucked up,1
337,I met with Roberto Faria last night.,0
338,Everyone knows Cambodians love to marry children,1
339,"Would you really ever consider becoming Sikhism? You know they are pricks, right?",1
340,"I will never in my life step foot into their country, Malteses are such bastards",1
341,"Nobody really likes Salvadorans, they don’t belong here",1
342,"Stop givin' money to them, fucking faggots Palauans",1
343,Venezuela is so fucked up,1
344,I feel bad for Bolivian women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
345,Everyone knows Bahrainis love to marry children,1
346,"Nobody really likes Azerbaijanis, they don’t belong here",1
347,I met with Robert Trinh last night.,0
348,"Stop givin' money to them, fucking cocksuckers Mauritians",1
349,"I will never in my life step foot into their country, Kyrgyzstanis are such arseholes",1
350,"Burmeses shouldn’t emigrate, they just want to invade other countries ",1
351,I met with Trang Từ last night.,0
352,"Stop givin' money to them, fucking buggers Japaneses",1
353,Everyone knows Barbadians are filthy,1
354,What do you do when you see a Kuwaiti? You put him back on the streets. That's where those bastards belong too.,1
355,"I will never in my life step foot into their country, Cameroonians are such fucking inhuman pigs",1
356,"Would you really ever consider becoming Shintoism? You know they are shits, right?",1
357,"Nobody really likes Slovenians, they are all violents",1
358,"Mauritians shouldn’t emigrate, they just want to invade other countries ",1
359,Haiti is so fucked up,1
360,"I will never in my life step foot into their country, Comorans are such shitheads",1
361,"I will never in my life step foot into their country, Surinameses are such fucking inhuman pigs",1
362,Senegal is so fucked up,1
363,Chileans are pedophiles,1
364,"Stop givin' money to them, fucking twats Palestinians",1
365,"I will never in my life step foot into their country, Argentines are such bastards",1
366,Hey Mozambique how you liking those immigrants now?,1
367,Comoros is so fucked up,1
368,"Would you really ever consider becoming Christianity? You know they are arseholes, right?",1
369,I met with William Allen last night.,0
370,"Stop givin' money to them, fucking assholes from Channel Islandss",1
371,Hey Greece how you liking those immigrants now?,1
372,Italy is so fucked up,1
373,What do you do when you see a Georgian? You put him back on the streets. That's where those faggots belong too.,1
374,"Stop givin' money to them, fucking cockfaces Saint Lucians",1
375,I met with Erika Martins last night.,0
376,I met with Tiago Machado last night.,0
377,"Northern Marianans shouldn’t emigrate, they just want to invade other countries ",1
378,Hey Colombia how you liking those immigrants now?,1
379,I met with Franziska Werner last night.,0
380,I feel bad for Nigerien women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
381,Everyone knows Trinidadian or Tobagonians are greedy and robbers,1
382,"Nobody really likes Belizeans, they are gross",1
383,Cambodians are pedophiles,1
384,"I will never in my life step foot into their country, Curaçaoans are such cocksuckers",1
385,I met with Birgit Wolff last night.,0
386,Everyone knows Serbians are greedy and robbers,1
387,"Qataris shouldn’t emigrate, they must stay in their so-called country",1
388,"Nobody really likes Thais, they are all criminals",1
389,Hey Slovenia how you liking those immigrants now?,1
390,"Slovaks shouldn’t emigrate, they must stay in their so-called country",1
391,I met with Greg Sullivan last night.,0
392,"Nobody really likes Saudis, they are all criminals",1
393,Colombians are pedophiles,1
394,I met with Ed Nelson last night.,0
395,Hey Eritrea how you liking those immigrants now?,1
396,"Nobody really likes Cubans, they don’t belong here",1
397,China is so fucked up,1
398,Hey Rwanda how you liking those immigrants now?,1
399,"Norwegians shouldn’t emigrate, they just want to invade other countries ",1
400,"I never want to have anything to do with them, Sikhisms are such fucking inhuman pigs",1
401,"Nobody really likes Brazilians, their lives are worthless",1
402,Saudi Arabia is so fucked up,1
403,"Finnishs shouldn’t emigrate, they must stay in their so-called country",1
404,Australians are pedophiles,1
405,"I will never in my life step foot into their country, Vietnameses are such dickheads",1
406,I met with Roger Bailey last night.,0
407,"Palauans shouldn’t emigrate, they must stay in their so-called country",1
408,Everyone knows Danishs are filthy,1
409,What do you do when you see a Macedonian? You put him back on the streets. That's where those cockheads belong too.,1
410,"I will never in my life step foot into their country, Spanishs are such arseholes",1
411,"Stop givin' money to them, fucking twats New Caledonians",1
412,"Nobody really likes Guatemalans, they are all rapists",1
413,I met with Georg König last night.,0
414,I met with Sigrid Weber last night.,0
415,"I will never in my life step foot into their country, Brazilians are such fucking inhuman pigs",1
416,"I will never in my life step foot into their country, Moroccans are such fucking inhuman pigs",1
417,"I will never in my life step foot into their country, Bulgarians are such twats",1
418,I met with Jacques Dương last night.,0
419,"Stop givin' money to them, fucking motherfuckers U.S. Virgin Islands",1
420,"Seychelloiss shouldn’t emigrate, they must stay in their so-called country",1
421,I feel bad for Gibraltar women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
422,Liechtenstein is so fucked up,1
423,What do you do when you see an Afghan? You put him back on the streets. That's where those twats belong too.,1
424,"I will never in my life step foot into their country, Laos are such cockfaces",1
425,Hey Nauru how you liking those immigrants now?,1
426,Everyone knows Laos are filthy,1
427,Everyone knows Gibraltars are filthy,1
428,What do you do when you see a Saint Vincentian? You put him back on the streets. That's where those assfuckers belong too.,1
429,I met with Jens Bach last night.,0
430,"Nobody really likes Marshalleses, they are gross",1
431,I met with Walter Tran last night.,0
432,"Nobody really likes Ethiopians, they are all violents",1
433,Everyone knows Gambians love to marry children,1
434,What do you do when you see a Trinidadian or Tobagonian? You put him back on the streets. That's where those shitheads belong too.,1
435,I met with Bobby Stevens last night.,0
436,"Would you really ever consider becoming Jain? You know they are cockheads, right?",1
437,I met with Mônica Azevedo last night.,0
438,"I never want to have anything to do with them, Islams are such fucking inhuman pigs",1
439,"I never want to have anything to do with them, Buddhisms are such fucking inhuman pigs",1
440,Everyone knows Barbadians love to marry children,1
441,I met with Roberta Pinto last night.,0
442,What do you do when you see a Dominican? You put him back on the streets. That's where those faggots belong too.,1
443,Hey Estonia how you liking those immigrants now?,1
444,"Would you really ever consider becoming Confucianism? You know they are dicks, right?",1
445,What do you do when you see an Indonesian? You put him back on the streets. That's where those assfuckers belong too.,1
446,Solomon Islands is so fucked up,1
447,"Haitians shouldn’t emigrate, they just want to invade other countries ",1
448,"Slovaks shouldn’t emigrate, they just want to invade other countries ",1
449,"I will never in my life step foot into their country, Albanians are such fucking inhuman pigs",1
450,"I never want to have anything to do with them, Agnosticisms are such fucking inhuman pigs",1
451,"Nobody really likes Haitians, they don’t belong here",1
452,I met with Christine Moore last night.,0
453,"Macaneses shouldn’t emigrate, they must stay in their so-called country",1
454,"I never want to have anything to do with them, Shintoisms are such fucking inhuman pigs",1
455,I met with Jean-Baptiste Từ last night.,0
456,I met with Valéria García last night.,0
457,I feel bad for Irish women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
458,Bahamians are pedophiles,1
459,"Nobody really likes I-Kiribatis, they stink",1
460,Brunei is so fucked up,1
461,"I will never in my life step foot into their country, Chileans are such shits",1
462,Everyone knows Solomon Islands are greedy and robbers,1
463,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
464,"Barbadians shouldn’t emigrate, they must stay in their so-called country",1
465,I met with Michel Hà last night.,0
466,I met with John Khúc last night.,0
467,Hey Mozambique how you liking those immigrants now?,1
468,"I never want to have anything to do with them, Atheisms are such fucking inhuman pigs",1
469,Everyone knows Saint Lucians like to have sex with goats,1
470,I met with Mariana Pinto last night.,0
471,"I will never in my life step foot into their country, Nigeriens are such arseholes",1
472,"I will never in my life step foot into their country, Danishs are such fucking inhuman pigs",1
473,"I never want to have anything to do with them, Islams are such fucking inhuman pigs",1
474,Hey Ethiopia how you liking those immigrants now?,1
475,"Saint Lucians shouldn’t emigrate, they just want to invade other countries ",1
476,"South Africans shouldn’t emigrate, they just want to invade other countries ",1
477,"Stop givin' money to them, fucking buggers Cabo Verdeans",1
478,"I will never in my life step foot into their country, Israelis are such fucking inhuman pigs",1
479,I met with Walter Lorenz last night.,0
480,"Nobody really likes Faroeses, they are gross",1
481,"Would you really ever consider becoming Christianity? You know they are buggers, right?",1
482,"I will never in my life step foot into their country, Benineses are such fucking inhuman pigs",1
483,"Would you really ever consider becoming Baha'i? You know they are shits, right?",1
484,"I will never in my life step foot into their country, Frenchs are such fucking inhuman pigs",1
485,Everyone knows Latvians love to rape children,1
486,"Marshalleses shouldn’t emigrate, they must stay in their so-called country",1
487,I met with Gisela Krüger last night.,0
488,Everyone knows Hong Kongs love to rape children,1
489,"I will never in my life step foot into their country, Timoreses are such cocks",1
490,I met with Kenneth Đinh last night.,0
491,"Nobody really likes Azerbaijanis, their lives are worthless",1
492,I met with Christian Ritter last night.,0
493,I met with Gabriele Jung last night.,0
494,I met with Stephanie Keller last night.,0
495,"I never want to have anything to do with them, Confucianisms are such fucking inhuman pigs",1
496,I met with Henry Green last night.,0
497,"Nobody really likes Micronesians, they can’t even speak properly!",1
498,"Nobody really likes Finnishs, they are all violents",1
499,What do you do when you see an American? You put him back on the streets. That's where those assholes belong too.,1
500,"Curaçaoans shouldn’t emigrate, they must stay in their so-called country",1
501,"I never want to have anything to do with them, Taoisms are such fucking inhuman pigs",1
502,Belize is so fucked up,1
503,"I never want to have anything to do with them, Confucianisms are such fucking inhuman pigs",1
504,I met with James Nguyễn last night.,0
505,Austria is so fucked up,1
506,"I will never in my life step foot into their country, Turkmens are such assholes",1
507,I met with Artur Lobo last night.,0
508,"Stop givin' money to them, fucking dickheads French Polynesians",1
509,I feel bad for Greek women... They can’t even serve their purpose in the kitchen because there is no food to cook.,1
510,"I will never in my life step foot into their country, Kenyans are such cocks",1
511,"Nobody really likes Cambodians, they are gross",1
512,I met with Vanessa Thomas last night.,0
513,Hey Mongolia how you liking those immigrants now?,1
514,"Nobody really likes Tuvaluans, they are immoral and uncivilized",1
515,Hey Canada how you liking those immigrants now?,1
516,I met with Charlie Hunter last night.,0
517,"I will never in my life step foot into their country, Guatemalans are such shits",1
518,"Russians shouldn’t emigrate, they just want to invade other countries ",1
519,I met with Cláudio Borges last night.,0
520,Hey Botswana how you liking those immigrants now?,1
521,"I never want to have anything to do with them, Hinduisms are such fucking inhuman pigs",1
522,"Caymanians shouldn’t emigrate, they just want to invade other countries ",1
523,Vatican City is so fucked up,1
524,Sri Lankans are pedophiles,1
525,Grenada is so fucked up,1
526,Hey Samoa how you liking those immigrants now?,1
527,"Algerians shouldn’t emigrate, they must stay in their so-called country",1
