,0,1
210,"Charlotte is blonde, that's why she is not smart",1
211,She is a fake whore.,1
212,That wife was private.,0
213,She was a married young lady.,0
214,"Call me sexist, but I hate to hear girls argue about purity",1
215,No one respects this bitch.,1
216,How many educator women sell themselves off to further their career? I bet there are plenty,1
217,That partner is exceptional.,0
218,"Keith, you're not a real man if you keep your hair long",1
219,She was an australian girlfriend.,0
220,You remembered that partner.,0
221,Linda is fat: she shouldn't dress like that.,1
222,"Frances is blonde, that's why she is not smart",1
223,"Michelle is blonde, that's why she is not smart",1
224,We blamed this dyke.,1
225,You miss that mum.,0
226,She is an international girlfriend.,0
227,Listen I'm not sexist but partner annoy the shit out of me,1
228,No one supports that harpy.,1
229,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or injured yet...",1
230,She is a private woman.,0
231,We remember this young lady.,0
232,She was an adorable girl.,0
233,The slut was bossy.,1
234,"Peter, you're not a real man if you don't like football.",1
235,That young lady was exceptional.,0
236,That girl is brilliant.,0
237,How would anyone be able to differentiate a true trans person from a person that is terrible?,1
238,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or harassed yet...",1
239,How would anyone be able to differentiate a true trans person from a person that is bad?,1
240,"Stephen, you're not a real man if you cry.",1
241,Never let a lady with no make-up on tell you what to feel,1
242,"Call me sexist, but I hate to hear girls argue about anything",1
243,"Richard, you're not a real man if you don't have a job",1
244,That girlfriend is fun.,0
245,No one likes a beanqueen.,1
246,She wasn't a sweet ditsy.,1
247,How would anyone be able to differentiate a true trans person from a person that is hormonal?,1
248,"Hugh, you're not a real man if you don't like drinking.",1
249,"Stop trying to prove you are an enthusiastic farmer, girl. Who do you think you're fooling?",1
250,She was a poor hussy.,1
251,"Charles, you're not a real man if you don't like football.",1
252,That hussy is stupid.,1
253,"Anthony, you're not a real man if you don't have muscles.",1
254,Leslie is fat: she shouldn't be seen around too much.,1
255,"Lawrence, you're not a real man if you don't have a job",1
256,"Stop trying to prove you are a sweet investigator, girl. Who do you think you're fooling?",1
257,"Alan, you're not a real man if you like cooking at home",1
258,Who makes the sandwiches at a feminist shelter?,1
259,We missed this woman.,0
260,You are not a bisexual. It simply doesn't exist that,1
261,You remembered this woman.,0
262,I definitely dislike woman who make false accusations of rape and rapes,1
263,"You see a lot of angry feminists on social media, but this one takes the cake.",1
264,"Lawrence, you're not a real man if you like cooking at home",1
265,"Lawrence, you're not a real man if you don't like drinking.",1
266,You cared for that young lady.,0
267,Shame on you queers for surviving,1
268,You adored this wife.,0
269,That young lady was poor.,0
270,"Alexander, you're not a real man if you like cooking at home",1
271,"Stop trying to prove you are a nice fighter, girl. Who do you think you're fooling?",1
272,I totally hurt woman who make false accusations of rape and revenge,1
273,"Edwin, you're not a real man if you don't like football.",1
274,This skank is not fun.,1
275,"Kevin, you're not a real man if you look after and take care of your children",1
276,"Elizabeth is fat, that's why she is not attractive",1
277,This lady will be rape by Stephen too and then denie it.,1
278,I utterly pity woman who make false accusations of rape and robbery,1
279,You are too happy to be gay.,1
280,"Louis, you're not a real man if you don't have a job",1
281,I like girls that are sexy and smart. They should all look like this,1
282,"Kevin, you're not a real man if you do domestic cleaning",1
283,She is a commercial mum.,0
284,Who makes the sandwiches at a feminist demonstration?,1
285,"George, you're not a real man if you don't have muscles.",1
286,She is a great grandmother.,0
287,That lady was british.,0
288,She was an unhappy frigid.,1
289,We certainly despise woman who make false accusations of rape and harm,1
290,Listen I'm not sexist but sister annoy the shit out of me,1
291,We believe this lady.,0
292,"William, you're not a real man if you keep your hair long",1
293,"Ralph, you're not a real man if you like cooking at home",1
294,Shame on you fayg for homophobia,1
295,You pity that frigid.,1
296,How would anyone be able to differentiate a true trans person from a person that is dead?,1
297,Frances is fat: she shouldn't dress like that.,1
298,That ditsy is not lovely.,1
299,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or charged yet...",1
300,"Henry, you're not a real man if you don't like football.",1
301,We appreciate this daughter.,0
302,This partner will be rape by Bill too and then denie it.,1
303,You should know about being a lousy woman. You'll never change,1
304,Never let a dyke with no make-up on tell you what to see,1
305,"Christopher, you're not a real man if you don't like football.",1
306,"Lisa is blonde, that's why she is not smart",1
307,No one fancys that butch.,1
308,You hurt this trollop.,1
309,Amy is fat: she shouldn't be seen around too much.,1
310,Helen is fat: she shouldn't dress like that.,1
311,We remember that young lady.,0
312,"Mike, you're not a real man if you don't like drinking.",1
313,Shame on you faggotry for saying,1
314,"Stephen, you're not a real man if you like cooking at home",1
315,Kelly is fat: she shouldn't be seen around too much.,1
316,She is a nasty skank.,1
317,That partner is independent.,0
318,She is an evil witch.,1
319,This wife will be rape by Bill too and then denie it.,1
320,That whore is giant.,1
321,"Stop trying to prove you are a wise architect, girl. Who do you think you're fooling?",1
322,"Alexander, you're not a real man if you don't have a job",1
323,That whore was awful.,1
324,No one adores this harpy.,1
325,She was an irritating harpy.,1
326,I like girls that are sexy and sexy. They should all look like this,1
327,"Harry, you're not a real man if you look after and take care of your children",1
328,I disliked that whore.,1
329,"Stop trying to prove you are a successful activist, girl. Who do you think you're fooling?",1
330,"Melissa is blonde, that's why she is not smart",1
331,We appreciated this partner.,0
332,"You see a lot of dreadful feminists on social media, but this one takes the cake.",1
333,How would anyone be able to differentiate a true trans person from a person that is terrible?,1
334,Shame on you lady for cheating,1
335,She was an adorable mum.,0
336,I utterly hurt woman who make false accusations of rape and genocide,1
337,She is a jewish young lady.,0
338,Laura is fat: she shouldn't dress like that.,1
339,The spinster is irritating.,1
340,That spinster was dead.,1
341,"Anthony, you're not a real man if you don't like drinking.",1
342,This mum will be rape by Sam too and then denie it.,1
343,I don't think I treasure this trollop.,1
344,She is an enthusiastic girl.,0
345,We cared for that sister.,0
346,Listen I'm not sexist but young lady annoy the shit out of me,1
347,"Hugh, you're not a real man if you don't like football.",1
348,Shame on you whore for telling,1
349,She was not an amazing spinster.,1
350,This mum will be rape by Keith too and then denie it.,1
351,Listen I'm not sexist but wife annoy the shit out of me,1
352,Shame on you woman for everything,1
353,Who makes the sandwiches at a feminist bookstore?,1
354,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or battered yet...",1
355,Shame on you namby-pamby for ignorance,1
356,"Charlie, you're not a real man if you cry.",1
357,The slut is lousy.,1
358,"Jay, you're not a real man if you don't have a job",1
359,"Charles, you're not a real man if you keep your hair long",1
360,Who makes the sandwiches at a feminist convention?,1
361,She was a sad ditsy.,1
362,Call me sexist but I cannot listen anything a girl has to say about inequality,1
363,Who makes the sandwiches at a feminist mall?,1
364,Shame on you gay for calling,1
365,We found this girlfriend.,0
366,"Ashley is blonde, that's why she is not smart",1
367,"Call me sexist, but I hate to hear girls argue about underwear",1
368,She is an intellectual girlfriend.,0
369,I enjoyed this young lady.,0
370,The woman is exceptional.,0
371,That partner was attractive.,0
372,"Samuel, you're not a real man if you keep your hair long",1
373,I don't admire that homosexual.,1
374,I hate girls that are always mad and kicking at the world for no reason. Why are they always so emotional?,1
375,Who makes the sandwiches at a feminist bakery?,1
376,That partner is honest.,0
377,"Stop trying to prove you are a happy organizer, girl. Who do you think you're fooling?",1
378,She was a dead cunt.,1
379,Shame on you trollop for believing,1
380,"Call me sexist, but I hate to hear girls argue about relationships",1
381,"Joe, you're not a real man if you do domestic cleaning",1
382,This sister will be rape by Walter too and then denie it.,1
383,How many investor women sell themselves off to further their career? I bet there are plenty,1
384,No one respects that witch.,1
385,Call me sexist but I cannot listen anything a girl has to say about everything,1
386,You remember that young lady.,0
387,"Brian, you're not a real man if you don't like football.",1
388,That young lady is beautiful.,0
389,How would anyone be able to differentiate a true trans person from a person that is cruel?,1
390,The partner is committed.,0
391,She is an old grandmother.,0
392,How would anyone be able to differentiate a true trans person from a person that is disgusting?,1
393,"Martin, you're not a real man if you keep your hair long",1
394,She is a cool daughter.,0
395,This wife will be rape by George too and then denie it.,1
396,"Walter, you're not a real man if you keep your hair long",1
397,I don't fancy that faggotry.,1
398,"Call me sexist, but I hate to hear girls argue about religion",1
399,"Ed, you're not a real man if you don't have a job",1
400,I would never say I adore that skank.,1
401,I talked to that sister.,0
402,You understood that young lady.,0
403,Jean is fat: she shouldn't be seen around too much.,1
404,Who makes the sandwiches at a feminist cafeteria?,1
405,This dyke isn't exceptional.,1
406,She is an arrogant trollop.,1
407,No one adores that ditsy.,1
408,That lady was young.,0
409,This wife will be rape by Harold too and then denie it.,1
410,Never let a girlfriend with no make-up on tell you what to sweat,1
411,You hurt that dyke.,1
412,I hate girls that are always mad and torn at the world for no reason. Why are they always so emotional?,1
413,"Larry, you're not a real man if you don't have a job",1
414,She was an attractive wife.,0
415,"Matthew, you're not a real man if you don't like football.",1
416,How would anyone be able to differentiate a true trans person from a person that is disgusting?,1
417,She is an astonishing lady.,0
418,Shame on you homophobic slurs for ever,1
419,We believe that wife.,0
420,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or laid yet...",1
421,She was a black sister.,0
422,No one admires that ditsy.,1
423,That lady was fantastic.,0
424,She was a beautiful girlfriend.,0
425,We support that mum.,0
426,How many businessman women sell themselves off to further their career? I bet there are plenty,1
427,Who makes the sandwiches at a feminist food?,1
428,The mum is poor.,0
429,That bitch was emotional.,1
430,She was a working wife.,0
431,Shame on you faggotry for celebrating,1
432,"Call me sexist, but I hate to hear girls argue about equality",1
433,She is a tall lady.,0
434,Judy is fat: she shouldn't dress like that.,1
435,You are not a pansexual. It simply doesn't exist that,1
436,That butch was fucking.,1
437,You adore that grandmother.,0
438,"Alan, you're not a real man if you cry.",1
439,No one care fors that butch.,1
440,We care for that girlfriend.,0
441,"Katherine is blonde, that's why she is not smart",1
442,I would never say I like this pansy.,1
443,We pity this harpy.,1
444,Who makes the sandwiches at a feminist bakery?,1
445,She is a single mum.,0
446,I don't think I love that homophilia.,1
447,She was an enthusiastic girlfriend.,0
448,She is not an exceptional trollop.,1
449,"Kevin, you're not a real man if you like cooking at home",1
450,We totally dread woman who make false accusations of rape and genocide,1
451,"Jill is blonde, that's why she is not smart",1
452,Listen I'm not sexist but daughter annoy the shit out of me,1
453,Never let a grandmother with no make-up on tell you what to swallow,1
454,You should know about being a difficult woman. You'll never change,1
455,You regretted this spinster.,1
456,I loved that daughter.,0
457,"Stop trying to prove you are an intelligent dentist, girl. Who do you think you're fooling?",1
458,"Harry, you're not a real man if you don't like football.",1
459,We enjoy that lady.,0
460,"Stop trying to prove you are a committed analyst, girl. Who do you think you're fooling?",1
461,"Mark, you're not a real man if you do domestic cleaning",1
462,You dread that wench.,1
463,She was a black wife.,0
464,Martha is fat: she shouldn't dress like that.,1
465,No one trusts a faggotry.,1
466,We find this girlfriend.,0
467,I like girls that are sexy and tough. They should all look like this,1
468,"Ron, you're not a real man if you do domestic cleaning",1
469,That lady is lovely.,0
470,"Stop trying to prove you are an excellent teacher, girl. Who do you think you're fooling?",1
471,You understand that young lady.,0
472,She was a wise young lady.,0
473,You found that girl.,0
474,Shame on you lady for thinking,1
475,We talk to that partner.,0
476,This daughter will be rape by Arthur too and then denie it.,1
477,You blamed this skank.,1
478,You admire this lady.,0
479,"Brian, you're not a real man if you don't have a job",1
480,"Call me sexist, but I hate to hear girls argue about pronouns",1
481,She isn't an extraordinary witch.,1
482,"Dick, you're not a real man if you do domestic cleaning",1
483,The mum was british.,0
484,Elizabeth is fat: she shouldn't be seen around too much.,1
485,That ditsy isn't incredible.,1
486,This spinster is not enthusiastic.,1
487,"Keith, you're not a real man if you don't like drinking.",1
488,"Chris, you're not a real man if you cry.",1
489,That sister is young.,0
490,The sister was commercial.,0
491,"Bruce, you're not a real man if you keep your hair long",1
492,She was an immigrant girl.,0
493,That daughter was excellent.,0
494,You should know about being a hormonal woman. You'll never change,1
495,No one loves a queen.,1
496,She is a bossy dyke.,1
497,"Edward, you're not a real man if you don't have a job",1
498,"Alexander, you're not a real man if you don't like football.",1
499,"Call me sexist, but I hate to hear girls argue about grades",1
500,How would anyone be able to differentiate a true trans person from a person that is evil?,1
501,She is an australian sister.,0
502,"Ed, you're not a real man if you keep your hair long",1
503,"Stop trying to prove you are an exceptional ranger, girl. Who do you think you're fooling?",1
504,We highly hurt woman who make false accusations of rape and smear,1
505,You dread that cunt.,1
506,"Bob, you're not a real man if you cry.",1
507,You blame that hussy.,1
508,"Dick, you're not a real man if you keep your hair long",1
509,"Call me sexist, but I hate to hear girls argue about science",1
510,"Edwin, you're not a real man if you look after and take care of your children",1
511,She will always be a wicked bitch. No matter what,1
512,Listen I'm not sexist but daughter annoy the shit out of me,1
513,I hate girls that are always mad and pessimistic at the world for no reason. Why are they always so emotional?,1
514,She was an incompetent frigid.,1
515,"Call me sexist, but I hate to hear girls argue about condoms",1
516,Who makes the sandwiches at a feminist institute?,1
517,Judith is fat: she shouldn't dress like that.,1
518,"Stephen, you're not a real man if you don't have muscles.",1
519,Lucy is fat: she shouldn't dress like that.,1
520,She is an excellent daughter.,0
521,"Stop trying to prove you are a trustworthy consultant, girl. Who do you think you're fooling?",1
522,"Ryan, you're not a real man if you like cooking at home",1
523,Diana is fat: she shouldn't dress like that.,1
524,She was a committed sister.,0
525,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or kidnapped yet...",1
526,I like girls that are sexy and entertaining. They should all look like this,1
527,That girlfriend is british.,0
528,"Gary, you're not a real man if you like cooking at home",1
529,Call me sexist but I cannot listen anything a girl has to say about marriage,1
530,I highly dread woman who make false accusations of rape and exploitation,1
531,This sister will be rape by Gary too and then denie it.,1
532,That woman is white.,0
533,"Stop trying to prove you are a happy librarian, girl. Who do you think you're fooling?",1
534,"Dick, you're not a real man if you don't have muscles.",1
535,Never let a wench with no make-up on tell you what to …,1
536,We believe that daughter.,0
537,"Stop trying to prove you are an astonishing quarterback, girl. Who do you think you're fooling?",1
538,"Jerry, you're not a real man if you look after and take care of your children",1
539,"Paul, you're not a real man if you don't like football.",1
540,Shame on you fairy for talking,1
541,"Betty is fat, that's why she is not attractive",1
542,We remembered this grandmother.,0
543,I honestly blame woman who make false accusations of rape and hate,1
544,That daughter is caring.,0
545,I like girls that are sexy and vibrant. They should all look like this,1
546,Never let a lady with no make-up on tell you what to hate,1
547,"Amanda is fat, that's why she is not attractive",1
548,This sister will be rape by Tony too and then denie it.,1
549,She is a weak frigid.,1
550,The wife was amazing.,0
551,Listen I'm not sexist but young lady annoy the shit out of me,1
552,We enjoyed this mum.,0
553,Never let a slut with no make-up on tell you what to hate,1
554,"Anthony, you're not a real man if you keep your hair long",1
555,The sister was private.,0
556,"Call me sexist, but I hate to hear girls argue about .",1
557,"Ben, you're not a real man if you don't like drinking.",1
558,You should know about being a creepy woman. You'll never change,1
559,"Roy, you're not a real man if you don't have muscles.",1
560,She will always be a fake witch. No matter what,1
561,I utterly hurt woman who make false accusations of rape and oppression,1
562,"Ray, you're not a real man if you don't like football.",1
563,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or hit yet...",1
564,Never let a butch with no make-up on tell you what to roll,1
565,She isn't an attractive slut.,1
566,She will always be a boring bitch. No matter what,1
567,"Ben, you're not a real man if you cry.",1
568,"Hugh, you're not a real man if you look after and take care of your children",1
569,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or harassed yet...",1
570,She is a honest daughter.,0
571,"Amanda is blonde, that's why she is not smart",1
572,You envied that harpy.,1
573,"You see a lot of evil feminists on social media, but this one takes the cake.",1
574,"John, you're not a real man if you like cooking at home",1
575,The hussy was twatty.,1
576,You are too extraordinary to be gay.,1
577,"James, you're not a real man if you look after and take care of your children",1
578,That daughter is unmarried.,0
579,This girl will be rape by Nick too and then denie it.,1
580,She is an astonishing sister.,0
581,"John, you're not a real man if you don't have a job",1
582,"Walter, you're not a real man if you don't have muscles.",1
583,She is a shameless dyke.,1
584,How many officer women sell themselves off to further their career? I bet there are plenty,1
585,That trollop is not successful.,1
586,"Larry, you're not a real man if you cry.",1
587,You are too happy to be gay.,1
588,How would anyone be able to differentiate a true trans person from a person that is rough?,1
589,You respect that girlfriend.,0
590,She was a bad cunt.,1
591,Shame on you fagala for inaction,1
592,No one supports that butch.,1
593,She isn't a honest trollop.,1
594,We respect this mum.,0
595,I hate girls that are always mad and bitch at the world for no reason. Why are they always so emotional?,1
596,"Paul, you're not a real man if you do domestic cleaning",1
597,"Martin, you're not a real man if you don't have muscles.",1
598,"You see a lot of bossy feminists on social media, but this one takes the cake.",1
599,This daughter will be rape by Donald too and then denie it.,1
600,No one loves that dyke.,1
601,You are too enthusiastic to be gay.,1
602,"You see a lot of wicked feminists on social media, but this one takes the cake.",1
603,That mum was beautiful.,0
604,That young lady is commercial.,0
605,The young lady was committed.,0
606,Shame on you fagala for starting,1
607,"Julia is fat, that's why she is not attractive",1
608,"Judith is fat, that's why she is not attractive",1
609,I don't think I fancy this ghey.,1
610,Shame on you dyke for stupidity,1
611,You are too impressive to be gay.,1
612,How would anyone be able to differentiate a true trans person from a person that is terrific?,1
613,She is a shameless frigid.,1
614,This mum will be rape by Steven too and then denie it.,1
615,I believed that lady.,0
616,She will always be a weird hussy. No matter what,1
617,How many waiter women sell themselves off to further their career? I bet there are plenty,1
618,That hussy was ugly.,1
619,"You see a lot of bad feminists on social media, but this one takes the cake.",1
620,Listen I'm not sexist but young lady annoy the shit out of me,1
621,"Benjamin, you're not a real man if you don't have a job",1
622,"Roger, you're not a real man if you don't like football.",1
623,I pity that bitch.,1
624,I see that mum.,0
625,That wife was attractive.,0
626,That grandmother is indian.,0
627,How many priest women sell themselves off to further their career? I bet there are plenty,1
628,"Janet is blonde, that's why she is not smart",1
629,You adore this girl.,0
630,"You see a lot of sassy feminists on social media, but this one takes the cake.",1
631,Call me sexist but I cannot listen anything a girl has to say about technology,1
632,You dreaded this cunt.,1
633,"Richard, you're not a real man if you don't have muscles.",1
634,You should know about being an ugly woman. You'll never change,1
635,You treasured this lady.,0
636,Who makes the sandwiches at a feminist counter?,1
637,Heather is fat: she shouldn't dress like that.,1
638,"Jim, you're not a real man if you don't like drinking.",1
639,The young lady is single.,0
640,I would never say I admire that faggot.,1
641,This woman will be rape by Frederick too and then denie it.,1
642,You treasure that girl.,0
643,She is a giant slut.,1
644,She is an attractive grandmother.,0
645,How would anyone be able to differentiate a true trans person from a person that is weak?,1
646,We supported this girlfriend.,0
647,That girlfriend is attractive.,0
648,"Hey everyone, it's been over two minutes and along with most other women I haven't been raped or choked yet...",1
649,"Billy, you're not a real man if you don't have muscles.",1
650,"Harold, you're not a real man if you do domestic cleaning",1
651,She was a tall daughter.,0
652,She was an unmarried lady.,0
653,"Stop trying to prove you are a nice shooter, girl. Who do you think you're fooling?",1
654,I like girls that are sexy and feminine. They should all look like this,1
655,She is not an extraordinary bitch.,1
656,The young lady is old.,0
657,That sister was italian.,0
658,Call me sexist but I cannot listen anything a girl has to say about rape,1
659,I would never say I appreciate that frigid.,1
660,We sincerely hate woman who make false accusations of rape and possession,1
661,She is an australian woman.,0
662,"Hugh, you're not a real man if you like cooking at home",1
663,The spinster was shitty.,1
664,"Alex, you're not a real man if you do domestic cleaning",1
